baseline_validation_failure_count,certified_beta_l2,certified_beta_l2_max,component_mean_base_search_ns,component_mean_candidate_delta_distance_ns,component_mean_candidate_raw_distance_ns,component_mean_delta_index_search_ns,component_mean_exact_boundary_rerank_ns,component_mean_exact_truth_generation_ns,component_mean_final_interval_recompute_ns,component_mean_full_index_search_ns,component_mean_group_ordering_ns,component_mean_group_scan_ns,component_mean_lb_calculation_ns,component_mean_merge_ns,component_mean_receipt_ns,component_mean_visibility_ns,contract_violation_count,dataset_hash,delta_exact_neighbor_capture_rate,delta_exact_neighbor_capture_rate_macro,delta_exact_neighbor_count_total,delta_exact_neighbors_captured_total,delta_influence_end_to_end_p50_ms,delta_influence_mean_exact_recall,delta_influence_query_fraction,end_to_end_actual_batch_qps,end_to_end_p50_ms,end_to_end_p95_ms,end_to_end_p99_ms,end_to_end_pooled_request_p99_ms,end_to_end_single_query_capacity_estimate_qps,experiment_id,fallback_count,fallback_rate,fallback_reason_counts,fallback_reason_request_counts,fallback_request_count,fallback_request_rate,group_skip_rate,groups_scanned_total,groups_skipped_total,k,mean_distance_evaluations,mean_exact_boundary_rechecks,mean_exact_id_symmetric_difference,mean_exact_rank_position_difference,mean_exact_recall_at_k,mean_groups_scanned,mean_groups_skipped,mean_raw_pending_scanned,mean_same_c_reference_recall_at_k,mean_vectors_scanned_or_read,mean_visibility_rejections,method,method_kind,micro_actual_batch_qps,micro_p50_ms,micro_p95_ms,micro_p99_ms,micro_pooled_request_p99_ms,micro_single_query_capacity_estimate_qps,min_exact_recall_at_k,min_skipped_lb_l2,non_delta_end_to_end_p50_ms,observed_beta_upper_l2,observed_beta_upper_l2_max,p99_sample_warning,paired_speedup_vs_delta_flat,performance_eligible,query_rows,repetitions_observed,requested_beta_l2,requested_beta_l2_max,requested_beta_l2_min,run_complete,run_id,split_id,tau_returned_l2,truth_cache_hit_count,truth_generation_wall_ms,unique_test_queries
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,60008.625,,136891.375,,,,0.0,,3611.0,169803.5,191174.0,1187221.0,215278.375,10266.375,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,2.4482155,1.0,1.0,"{'count': 1, 'min': 381.7112957151762, 'p50': 381.7112957151762, 'p95': 381.7112957151762, 'p99': 381.7112957151762, 'max': 381.7112957151762, 'mean': 381.7112957151762}",2.4482155,2.4939782999999998,2.4997468599999997,2.4997468599999997,407.31098784522914,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,0.0,16.0,0.0,5,42.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,24.0,0.0,group_pruning_beta_factor_0p05,pruned,"{'count': 1, 'min': 429.06697027445483, 'p50': 429.06697027445483, 'p95': 429.06697027445483, 'p99': 429.06697027445483, 'max': 429.06697027445483, 'mean': 429.06697027445483}",2.1210825,2.1555451,2.16677142,2.16677142,471.29678843051215,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.6941528779187522, 'bootstrap_95pct_lower': 0.6844717106619225, 'bootstrap_95pct_upper': 0.7041758939448398, 'bootstrap_resamples': 2000, 'seed': 10086013387392520382, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.18364213137742397, 'p50': 0.18364213137742397, 'p95': 0.18364213137742397, 'p99': 0.18364213137742397, 'max': 0.18364213137742397, 'mean': 0.18364213137742397}",0.18364213137742397,0.18364213137742397,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056487865597, 'p50': 3.3878954739808913, 'p95': 4.051184131266974, 'p99': 4.2092391737108406, 'max': 4.248752934321807, 'mean': 3.3906852882421536}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,60008.625,,136400.0,,,,0.0,,3582.75,167944.25,190452.0,1192205.5,222182.0,10045.0,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,2.4525745,1.0,1.0,"{'count': 1, 'min': 379.10113982444204, 'p50': 379.10113982444204, 'p95': 379.10113982444204, 'p99': 379.10113982444204, 'max': 379.10113982444204, 'mean': 379.10113982444204}",2.4525745,2.5056418,2.50884276,2.50884276,407.0714829736246,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,0.0,16.0,0.0,5,42.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,24.0,0.0,grouping_no_pruning_ablation,no_pruning,"{'count': 1, 'min': 424.376437177328, 'p50': 424.376437177328, 'p95': 424.376437177328, 'p99': 424.376437177328, 'max': 424.376437177328, 'mean': 424.376437177328}",2.108096,2.17920835,2.19290007,2.19290007,470.9761534176561,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.6944883983267878, 'bootstrap_95pct_lower': 0.6816292913195465, 'bootstrap_95pct_upper': 0.7050153089550882, 'bootstrap_resamples': 2000, 'seed': 2187459269086201183, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056487865597, 'p50': 3.3878954739808913, 'p95': 4.051184131266974, 'p99': 4.2092391737108406, 'max': 4.248752934321807, 'mean': 3.3906852882421536}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,61885.75,171143.75,,,,,,,0.0,0.0,0.0,1588575.75,209198.0,1307.625,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,1.0,1.0,6.0,6.0,2.430163,1.0,0.625,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,2.4987391,,synthetic-isotropic,0,0.0,{},{},0,0.0,0.0,32.0,0.0,5,40.0,5.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,24.0,0.0,certified_full_delta_reference,certified_full,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,2.12313487,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",2.418625,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 0, 'median': None, 'bootstrap_95pct_lower': None, 'bootstrap_95pct_upper': None, 'bootstrap_resamples': 0, 'seed': None, 'reason': 'truth_generation_is_not_a_performance_method'}",False,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.136019908858232, 'p50': 5.566578978454812, 'p95': 6.034557608565034, 'p99': 6.037733657609529, 'max': 6.0385276698706525, 'mean': 5.614085632864738}",0,"{'count': 8, 'min': 2.383435, 'p50': 2.424394, 'p95': 2.4883875, 'p99': 2.4987391, 'max': 2.501327, 'mean': 2.43258125}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,21133.75,,,,,,,,1750540.0,,,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,1.0,1.0,6.0,6.0,2.124904,1.0,0.625,"{'count': 1, 'min': 478.30069329685494, 'p50': 478.30069329685494, 'p95': 478.30069329685494, 'p99': 478.30069329685494, 'max': 478.30069329685494, 'mean': 478.30069329685494}",2.128612,2.1959727,2.19689054,2.19689054,466.49708331445476,synthetic-isotropic,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,24.0,,delta_flat_full_scan,delta_flat,"{'count': 1, 'min': 554.723701138723, 'p50': 554.723701138723, 'p95': 554.723701138723, 'p99': 554.723701138723, 'max': 554.723701138723, 'mean': 554.723701138723}",1.8079575,1.8188350500000001,1.8221158100000001,1.8221158100000001,553.5419697597255,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",2.141183,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 1.0, 'bootstrap_95pct_lower': 1.0, 'bootstrap_95pct_upper': 1.0, 'bootstrap_resamples': 2000, 'seed': 13722894540061095106, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.136019908858232, 'p50': 5.566578978454812, 'p95': 6.034557608565034, 'p99': 6.037733657609529, 'max': 6.0385276698706525, 'mean': 5.614085632864738}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,25718.625,,,,,,,,1755535.25,,,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,1.0,1.0,6.0,6.0,2.129788,1.0,0.625,"{'count': 1, 'min': 475.86445239005894, 'p50': 475.86445239005894, 'p95': 475.86445239005894, 'p99': 475.86445239005894, 'max': 475.86445239005894, 'mean': 475.86445239005894}",2.139275,2.24409495,2.2679069899999997,2.2679069899999997,463.82689423714794,synthetic-isotropic,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,,,delta_hnsw_ef24,delta_hnsw,"{'count': 1, 'min': 548.6304674797918, 'p50': 548.6304674797918, 'p95': 548.6304674797918, 'p99': 548.6304674797918, 'max': 548.6304674797918, 'mean': 548.6304674797918}",1.8055355,1.8720706999999999,1.88187014,1.88187014,549.7863495883853,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",2.167569,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.9999970615720759, 'bootstrap_95pct_lower': 0.9878269157752302, 'bootstrap_95pct_upper': 1.0045703534660457, 'bootstrap_resamples': 2000, 'seed': 5360306440091956616, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.136019908858232, 'p50': 5.566578978454812, 'p95': 6.034557608565034, 'p99': 6.037733657609529, 'max': 6.0385276698706525, 'mean': 5.614085632864738}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,23530.625,,,,,,,,1749938.75,,,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,1.0,1.0,6.0,6.0,2.144077,1.0,0.625,"{'count': 1, 'min': 475.20470927866893, 'p50': 475.20470927866893, 'p95': 475.20470927866893, 'p99': 475.20470927866893, 'max': 475.20470927866893, 'mean': 475.20470927866893}",2.141918,2.20032445,2.2111024899999996,2.2111024899999996,465.62332120966613,synthetic-isotropic,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,,,delta_hnsw_ef8,delta_hnsw,"{'count': 1, 'min': 548.858340348429, 'p50': 548.858340348429, 'p95': 548.858340348429, 'p99': 548.858340348429, 'max': 548.858340348429, 'mean': 548.858340348429}",1.817007,1.8314535,1.8315739,1.8315739,552.3121408633453,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",2.139759,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.9974023360828115, 'bootstrap_95pct_lower': 0.9909860750556623, 'bootstrap_95pct_upper': 1.0039732180550889, 'bootstrap_resamples': 2000, 'seed': 11038691700189920102, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.136019908858232, 'p50': 5.566578978454812, 'p95': 6.034557608565034, 'p99': 6.037733657609529, 'max': 6.0385276698706525, 'mean': 5.614085632864738}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,,1696078.75,,,,,,,,,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,1.0,1.0,6.0,6.0,1.742971,1.0,0.625,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,1.75419017,,synthetic-isotropic,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,120.0,,full_base_delta_exact_flat,full_exact_truth,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",1.723024,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 0, 'median': None, 'bootstrap_95pct_lower': None, 'bootstrap_95pct_upper': None, 'bootstrap_resamples': 0, 'seed': None, 'reason': 'truth_generation_is_not_a_performance_method'}",False,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.136019908858232, 'p50': 5.566578978454812, 'p95': 6.034557608565034, 'p99': 6.037733657609529, 'max': 6.0385276698706525, 'mean': 5.614085632864738}",0,"{'count': 8, 'min': 1.711835, 'p50': 1.7332869999999998, 'p95': 1.75131485, 'p99': 1.75419017, 'max': 1.754909, 'mean': 1.7325275}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,1703239.875,,,18507.75,,,,,,,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,1.0,1.0,6.0,6.0,1.757013,1.0,0.625,"{'count': 1, 'min': 566.1975531206544, 'p50': 566.1975531206544, 'p95': 566.1975531206544, 'p99': 566.1975531206544, 'max': 566.1975531206544, 'mean': 566.1975531206544}",1.760038,1.7828358999999998,1.78508878,1.78508878,567.0464767594939,synthetic-isotropic,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,120.0,,full_base_delta_flat_scan_performance,full_flat_performance,"{'count': 1, 'min': 566.1975531206544, 'p50': 566.1975531206544, 'p95': 566.1975531206544, 'p99': 566.1975531206544, 'max': 566.1975531206544, 'mean': 566.1975531206544}",,,,,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",1.762749,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 1.2080241528267495, 'bootstrap_95pct_lower': 1.19910430475815, 'bootstrap_95pct_upper': 1.2464168182764535, 'bootstrap_resamples': 2000, 'seed': 9753112138271414898, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.136019908858232, 'p50': 5.566578978454812, 'p95': 6.034557608565034, 'p99': 6.037733657609529, 'max': 6.0385276698706525, 'mean': 5.614085632864738}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,,,,22568.5,,,,,,,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,1.0,1.0,6.0,6.0,0.073031,1.0,0.625,"{'count': 1, 'min': 13483.949044156561, 'p50': 13483.949044156561, 'p95': 13483.949044156561, 'p99': 13483.949044156561, 'max': 13483.949044156561, 'mean': 13483.949044156561}",0.0728655,0.0787397,0.07992074,0.07992074,13923.358871094062,synthetic-isotropic,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,,,full_base_delta_hnsw_ef24,full_hnsw,"{'count': 1, 'min': 13483.949044156561, 'p50': 13483.949044156561, 'p95': 13483.949044156561, 'p99': 13483.949044156561, 'max': 13483.949044156561, 'mean': 13483.949044156561}",,,,,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",0.0727,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 29.709598620261445, 'bootstrap_95pct_lower': 28.867101765835944, 'bootstrap_95pct_upper': 30.844010980232678, 'bootstrap_resamples': 2000, 'seed': 184369466714916332, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.136019884730555, 'p50': 5.566579072033007, 'p95': 6.034557444300337, 'p99': 6.0377334500083455, 'max': 6.038527451435348, 'mean': 5.614085623023695}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,,,,19720.375,,,,,,,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,0.8333333333333334,0.9,6.0,5.0,0.071213,0.9199999999999999,0.625,"{'count': 1, 'min': 14207.875425348271, 'p50': 14207.875425348271, 'p95': 14207.875425348271, 'p99': 14207.875425348271, 'max': 14207.875425348271, 'mean': 14207.875425348271}",0.072575,0.07668434999999998,0.07751287,0.07751287,13865.22653180423,synthetic-isotropic,0,0.0,{},{},0,0.0,,0,0,5,,,0.75,1.25,0.925,,,,0.925,,,full_base_delta_hnsw_ef8,full_hnsw,"{'count': 1, 'min': 14207.875425348271, 'p50': 14207.875425348271, 'p95': 14207.875425348271, 'p99': 14207.875425348271, 'max': 14207.875425348271, 'mean': 14207.875425348271}",,,,,,0.8,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",0.074761,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 29.768854249159755, 'bootstrap_95pct_lower': 28.73214792779393, 'bootstrap_95pct_upper': 31.552981705868376, 'bootstrap_resamples': 2000, 'seed': 15641653292425580286, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.157449848561757, 'p50': 5.589983299669635, 'p95': 6.099003575867384, 'p99': 6.129940992096581, 'max': 6.13767534615388, 'mean': 5.655532865066348}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,61885.75,,139246.0,,,,0.0,,10939.75,329140.5,365172.625,1638682.875,215519.5,11033.625,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,1.0,1.0,6.0,6.0,3.265198,1.0,0.625,"{'count': 1, 'min': 290.95119948268876, 'p50': 290.95119948268876, 'p95': 290.95119948268876, 'p99': 290.95119948268876, 'max': 290.95119948268876, 'mean': 290.95119948268876}",3.2778645,3.3439835,3.3482198999999997,3.3482198999999997,304.31768209742444,synthetic-isotropic,0,0.0,{},{},0,0.0,0.0,32.0,0.0,5,44.0,5.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,24.0,0.0,group_pruning_beta0,pruned,"{'count': 1, 'min': 316.95110783524535, 'p50': 316.95110783524535, 'p95': 316.95110783524535, 'p99': 316.95110783524535, 'max': 316.95110783524535, 'mean': 316.95110783524535}",2.949974,2.9719482999999998,2.97422806,2.97422806,339.103590678907,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",3.286163,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.6537795044805242, 'bootstrap_95pct_lower': 0.6462372682061115, 'bootstrap_95pct_upper': 0.6558343443111725, 'bootstrap_resamples': 2000, 'seed': 7284072493838726706, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.136019908858232, 'p50': 5.566578978454812, 'p95': 6.034557608565034, 'p99': 6.037733657609529, 'max': 6.0385276698706525, 'mean': 5.614085632864738}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,61885.75,,135947.25,,,,93503.75,,10870.0,330991.875,367313.75,1628871.875,215505.75,10953.25,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,1.0,1.0,6.0,6.0,3.381709,1.0,0.625,"{'count': 1, 'min': 282.7247541637581, 'p50': 282.7247541637581, 'p95': 282.7247541637581, 'p99': 282.7247541637581, 'max': 282.7247541637581, 'mean': 282.7247541637581}",3.3791255,3.4118756,3.41362952,3.41362952,296.5070908744198,synthetic-isotropic,0,0.0,{},{},0,0.0,0.0,32.0,0.0,5,84.0,5.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,24.0,0.0,group_pruning_beta0_recompute_intervals_ablation,pruned_recompute,"{'count': 1, 'min': 306.6245701794267, 'p50': 306.6245701794267, 'p95': 306.6245701794267, 'p99': 306.6245701794267, 'max': 306.6245701794267, 'mean': 306.6245701794267}",3.028387,3.0666668500000003,3.06732457,3.06732457,329.4336894868403,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",3.376542,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.6347754797314951, 'bootstrap_95pct_lower': 0.6283521142712161, 'bootstrap_95pct_upper': 0.6425888412298759, 'bootstrap_resamples': 2000, 'seed': 16304499503850495436, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.136019908858232, 'p50': 5.566578978454812, 'p95': 6.034557608565034, 'p99': 6.037733657609529, 'max': 6.0385276698706525, 'mean': 5.614085632864738}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
